iata_code,location
CYL,"Coyoles Airport, Coyoles, Honduras"
CDD,"Cauquira Airport, Cauquira, Honduras"
OAN,"El Arrayán Airport, Olanchito, Honduras"
GAC,"Celaque Airport, Gracias, Honduras"
IRN,"Iriona Airport, Iriona, Honduras"
GUO,"Jicalapa Airport, Jicalapa, Honduras"
JUT,"Jutigalpa airport, Jutigalpa, Honduras"
LCE,"Goloson International Airport, La Ceiba, Honduras"
LEZ,"La Esperanza Airport, La Esperanza, Honduras"
SAP,"Ramón Villeda Morales International Airport, San Pedro Sula, Honduras"
MHN,"Hooker County Airport, Mullen, United States"
GJA,"La Laguna Airport, Guanaja, Honduras"
PCH,"Palacios Airport, Palacios, Honduras"
PEU,"Puerto Lempira Airport, Puerto Lempira, Honduras"
RTB,"Juan Manuel Galvez International Airport, Roatan Island, Honduras"
RUY,"Copán Ruinas Airport, Copán Ruinas, Honduras"
XPL,"Coronel Enrique Soto Cano Air Base, Comayagua, Honduras"
TEA,"Tela Airport, Tela, Honduras"
TGU,"Toncontín International Airport, Tegucigalpa, Honduras"
TJI,"Trujillo Airport, Trujillo, Honduras"
SCD,"Sulaco Airport, Sulaco, Honduras"
UII,"Utila Airport, Utila Island, Honduras"
MHY,"Morehead Airport, Morehead, Papua New Guinea"
ORO,"Yoro Airport, Yoro, Honduras"
MIZ,"Mainoru Airstrip, Mainoru, Australia"
MJJ,"Moki Airport, Moki, Papua New Guinea"
MJS,"Maganja da Costa Airport, Maganja, Mozambique"
OCJ,"Boscobel Aerodrome, Ocho Rios, Jamaica"
KIN,"Norman Manley International Airport, Kingston, Jamaica"
MBJ,"Sangster International Airport, Montego Bay, Jamaica"
POT,"Ken Jones Airport, Ken Jones, Jamaica"
MKN,"Malekolon Airport, Babase Island, Papua New Guinea"
NEG,"Negril Airport, Negril, Jamaica"
KTP,"Tinson Pen Airport, Tinson Pen, Jamaica"
MIJ,"Mili Island Airport, Mili Island, Marshall Islands"
MLQ,"Malalaua Airport, Malalaua, Papua New Guinea"
HEB,"Hinthada Airport, Hinthada, Myanmar (Burma)"
TZM,"Cupul Airport, Tizimin, Mexico"
ACA,"General Juan N Alvarez International Airport, Acapulco, Mexico"
NTR,"Del Norte International Airport, Mexico"
AGU,"Jesús Terán Paredo International Airport, Aguascalientes, Mexico"
HUX,"Bahías de Huatulco International Airport, Huatulco, Mexico"
CNA,"Cananea National Airport, Cananea, Mexico"
CVJ,"General Mariano Matamoros Airport, Mexico"
ACN,"Ciudad Acuña New International Airport, Ciudad Acuña, Mexico"
CME,"Ciudad del Carmen International Airport, Ciudad del Carmen, Mexico"
NCG,"Nuevo Casas Grandes Airport, Mexico"
CUL,"Bachigualato Federal International Airport, Culiacán, Mexico"
CTM,"Chetumal International Airport, Chetumal, Mexico"
CEN,"Ciudad Obregón International Airport, Ciudad Obregón, Mexico"
CJT,"San Antonio Copalar Airport, Comitán, Mexico"
CPE,"Ingeniero Alberto Acuña Ongay International Airport, Campeche, Mexico"
CJS,"Abraham González International Airport, Ciudad Juárez, Mexico"
CZA,"Chichen Itza International Airport, Chichen Itza, Mexico"
CUU,"General Roberto Fierro Villalobos International Airport, Chihuahua, Mexico"
CVM,"General Pedro Jose Mendez International Airport, Ciudad Victoria, Mexico"
CYW,"Captain Rogelio Castillo National Airport, Celaya, Mexico"
CZM,"Cozumel International Airport, Cozumel, Mexico"
CUA,"Ciudad Constitución Airport, Ciudad Constitución, Mexico"
MMC,"Ciudad Mante National Airport, Ciudad Mante, Mexico"
DGO,"General Guadalupe Victoria International Airport, Durango, Mexico"
TPQ,"Amado Nervo National Airport, Tepic, Mexico"
ESE,"Ensenada International Airport, Ensenada, Mexico"
GDL,"Don Miguel Hidalgo Y Costilla International Airport, Guadalajara, Mexico"
GYM,"General José María Yáñez International Airport, Guaymas, Mexico"
GUB,"Guerrero Negro Airport, Guerrero Negro, Mexico"
TCN,"Tehuacan Airport, Mexico"
HMO,"General Ignacio P. Garcia International Airport, Hermosillo, Mexico"
CLQ,"Licenciado Miguel de la Madrid Airport, Colima, Mexico"
ISJ,"Isla Mujeres Airport, Mexico"
SLW,"Plan De Guadalupe International Airport, Saltillo, Mexico"
IZT,"Ixtepec Airport, Ixtepec, Mexico"
JAL,"El Lencero Airport, Xalapa, Mexico"
AZP,"Atizapan De Zaragoza Airport, Mexico"
LZC,"Lázaro Cárdenas Airport, Lázaro Cárdenas, Mexico"
LMM,"Valle del Fuerte International Airport, Los Mochis, Mexico"
BJX,"Del Bajío International Airport, Silao, Mexico"
LAP,"Manuel Márquez de León International Airport, La Paz, Mexico"
LTO,"Loreto International Airport, Loreto, Mexico"
MAM,"General Servando Canales International Airport, Matamoros, Mexico"
MID,"Licenciado Manuel Crescencio Rejon Int Airport, Mérida, Mexico"
MUG,"Mulege Airport, Mulege, Mexico"
MXL,"General Rodolfo Sánchez Taboada International Airport, Mexicali, Mexico"
MLM,"General Francisco J. Mujica International Airport, Morelia, Mexico"
MTT,"Minatitlán/Coatzacoalcos National Airport, Minatitlán, Mexico"
LOV,"Monclova International Airport, Mexico"
MEX,"Licenciado Benito Juarez International Airport, Mexico City, Mexico"
MTY,"General Mariano Escobedo International Airport, Monterrey, Mexico"
MZT,"General Rafael Buelna International Airport, Mazatlán, Mexico"
NOG,"Nogales International Airport, Mexico"
NLD,"Quetzalcóatl International Airport, Nuevo Laredo, Mexico"
OAX,"Xoxocotlán International Airport, Oaxaca, Mexico"
PAZ,"El Tajín National Airport, Poza Rica, Mexico"
PBC,"Hermanos Serdán International Airport, Puebla, Mexico"
PDS,"Piedras Negras International Airport, Mexico"
PCO,"Punta Colorada Airport, La Ribera, Mexico"
UPN,"Licenciado y General Ignacio Lopez Rayon Airport, Mexico"
PQM,"Palenque International Airport, Mexico"
PVR,"Licenciado Gustavo Díaz Ordaz International Airport, Puerto Vallarta, Mexico"
PXM,"Puerto Escondido International Airport, Puerto Escondido, Mexico"
QRO,"Querétaro Intercontinental Airport, Querétaro, Mexico"
REX,"General Lucio Blanco International Airport, Reynosa, Mexico"
SJD,"Los Cabos International Airport, San José del Cabo, Mexico"
SFH,"San Felipe International Airport, Mexicali, Mexico"
NLU,"Santa Lucia Air Force Base, Reyes Acozac, Mexico"
SLP,"Ponciano Arriaga International Airport, San Luis Potosí, Mexico"
TRC,"Francisco Sarabia International Airport, Torreón, Mexico"
TGZ,"Angel Albino Corzo International Airport, Tuxtla Gutiérrez, Mexico"
TIJ,"General Abelardo L. Rodríguez International Airport, Tijuana, Mexico"
TAM,"General Francisco Javier Mina International Airport, Tampico, Mexico"
TSL,"Tamuin Airport, Mexico"
TLC,"Licenciado Adolfo Lopez Mateos International Airport, Toluca, Mexico"
TAP,"Tapachula International Airport, Tapachula, Mexico"
CUN,"Cancún International Airport, Cancún, Mexico"
MMV,"Mal Airport, Mal Island, Papua New Guinea"
VSA,"Carlos Rovirosa Pérez International Airport, Villahermosa, Mexico"
VER,"General Heriberto Jara International Airport, Veracruz, Mexico"
ZCL,"General Leobardo C. Ruiz International Airport, Zacatecas, Mexico"
ZIH,"Ixtapa Zihuatanejo International Airport, Ixtapa, Mexico"
ZMM,"Zamora Airport, Mexico"
ZLO,"Playa De Oro International Airport, Manzanillo, Mexico"
MXW,"Mandalgobi Airport, Mandalgobi, Mongolia"
ULG,"Ölgii Airport, Ölgii, Mongolia"
BEF,"Bluefields Airport, Bluefileds, Nicaragua"
BZA,"San Pedro Airport, Bonanza, Nicaragua"
ECI,"Costa Esmeralda Airport, Tola, Nicaragua"
RNI,"Corn Island, Corn Island, Nicaragua"
MGA,"Augusto C. Sandino (Managua) International Airport, Managua, Nicaragua"
NVG,"Nueva Guinea Airport, Nueva Guinea, Nicaragua"
PUZ,"Puerto Cabezas Airport, Puerto Cabezas, Nicaragua"
RFS,"Rosita Airport, La Rosita, Nicaragua"
NCR,"San Carlos, San Carlos, Nicaragua"
SIU,"Siuna, Siuna, Nicaragua"
WSP,"Waspam Airport, Waspam, Nicaragua"
MOH,"Maleo Airport, Morowali, Indonesia"
PDM,"Capt Justiniano Montenegro Airport, Pedasi, Panama"
BOC,"Bocas Del Toro International Airport, Isla Colón, Panama"
CTD,"Alonso Valderrama Airport, Chitré, Panama"
CHX,"Cap Manuel Niño International Airport, Changuinola, Panama"
DAV,"Enrique Malek International Airport, David, Panama"
ONX,"Enrique Adolfo Jimenez Airport, Colón, Panama"
MPG,"Makini Airport, Makini, Papua New Guinea"
BLB,"Panama Pacific International Airport, Panamá City, Panama"
MPI,"Mamitupo Airport, Mamitupo, Panama"
JQE,"Jaqué Airport, Jaqué, Panama"
PAC,"Marcos A. Gelabert International Airport, Albrook, Panama"
PUE,"Puerto Obaldia Airport, Puerto Obaldia, Panama"
RIH,"Scarlett Martinez International Airport, Río Hato, Panama"
SYP,"Ruben Cantu Airport, Santiago, Panama"
PTY,"Tocumen International Airport, Tocumen, Panama"
MPU,"Mapua(Mabua) Airport, Tatau Island, Papua New Guinea"
PVE,"El Porvenir Airport, El Porvenir, Panama"
NBL,"San Blas Airport, Wannukandi, Panama"
MPX,"Miyanmin Airport, Miyanmin, Papua New Guinea"
MQO,"Malam Airport, Malam, Papua New Guinea"
FON,"Arenal Airport, La Fortuna/San Carlos, Costa Rica"
TTQ,"Aerotortuguero Airport, Roxana, Costa Rica"
BAI,"Buenos Aires Airport, Punta Arenas, Costa Rica"
BCL,"Barra del Colorado Airport, Pococi, Costa Rica"
OTR,"Coto 47 Airport, Corredores, Costa Rica"
JAP,"Chacarita Airport, Puntarenas, Costa Rica"
PLD,"Playa Samara/Carrillo Airport, Carrillo, Costa Rica"
DRK,"Drake Bay Airport, Puntarenas, Costa Rica"
FMG,"Flamingo Airport, Brasilito, Costa Rica"
GLF,"Golfito Airport, Golfito, Costa Rica"
GPL,"Guapiles Airport, Pococi, Costa Rica"
PBP,"Islita Airport, Nandayure, Costa Rica"
LIR,"Daniel Oduber Quiros International Airport, Liberia, Costa Rica"
LSL,"Los Chiles Airport, Los Chiles, Costa Rica"
LIO,"Limon International Airport, Puerto Limon, Costa Rica"
CSC,"Mojica Airport, Cañas, Costa Rica"
NCT,"Guanacaste Airport, Nicoya/Guanacate, Costa Rica"
NOB,"Nosara Airport, Nicoya, Costa Rica"
SJO,"Juan Santamaria International Airport, San Jose, Costa Rica"
PJM,"Puerto Jimenez Airport, Puerto Jimenez, Costa Rica"
PMZ,"Palmar Sur Airport, Palmar Sur, Costa Rica"
SYQ,"Tobias Bolanos International Airport, San Jose, Costa Rica"
XQP,"Quepos Managua Airport, Quepos, Costa Rica"
RFR,"Rio Frio / Progreso Airport, Rio Frio / Progreso, Costa Rica"
TOO,"San Vito De Java Airport, Coto Brus, Costa Rica"
MRT,"Moroak Airport, Moroak, Australia"
TNO,"Tamarindo Airport, Tamarindo, Costa Rica"
TMU,"Tambor Airport, Nicoya, Costa Rica"
UPL,"Upala Airport, Upala, Costa Rica"
MSB,"Marigot Seaplane Base, Saint Martin, St. Martin"
SAL,"Monseñor Óscar Arnulfo Romero International Airport, San Salvador (San Luis Talpa), El Salvador"
CYA,"Les Cayes Airport, Les Cayes, Haiti"
CAP,"Cap Haitien International Airport, Cap Haitien, Haiti"
MTX,"Metro Field, Fairbanks, United States"
JAK,"Jacmel Airport, Jacmel, Haiti"
JEE,"Jérémie Airport, Jeremie, Haiti"
PAP,"Toussaint Louverture International Airport, Port-au-Prince, Haiti"
PAX,"Port-de-Paix Airport, Port-de-Paix, Haiti"
MTU,"Montepuez Airport, Montepuez, Mozambique"
BCA,"Gustavo Rizo Airport, Baracoa, Cuba"
BWW,"Las Brujas Airport, Cayo Santa Maria, Cuba"
BYM,"Carlos Manuel de Cespedes Airport, Bayamo, Cuba"
AVI,"Maximo Gomez Airport, Ciego de Avila, Cuba"
CCC,"Jardines Del Rey Airport, Cayo Coco, Cuba"
CFG,"Jaime Gonzalez Airport, Cienfuegos, Cuba"
CYO,"Vilo Acuña International Airport, Cayo Largo del Sur, Cuba"
CMW,"Ignacio Agramonte International Airport, Camaguey, Cuba"
QCO,"Colón Airport, Colón, Cuba"
SCU,"Antonio Maceo International Airport, Santiago, Cuba"
NBW,"Leeward Point Field, Guantanamo Bay Naval Station, Cuba"
GAO,"Mariana Grajales Airport, Guantánamo, Cuba"
HAV,"José Martí International Airport, Havana, Cuba"
HOG,"Frank Pais International Airport, Holguin, Cuba"
VRO,"Kawama Airport, Matanzas, Cuba"
LCL,"La Coloma Airport, Pinar del Rio, Cuba"
UMA,"Punta de Maisi Airport, Maisi, Cuba"
MJG,"Mayajigua Airport, Mayajigua, Cuba"
MOA,"Orestes Acosta Airport, Moa, Cuba"
MZO,"Sierra Maestra Airport, Manzanillo, Cuba"
QSN,"San Nicolas De Bari Airport, San Nicolás, Cuba"
ICR,"Nicaro Airport, Nicaro, Cuba"
GER,"Rafael Cabrera Airport, Nueva Gerona, Cuba"
UPB,"Playa Baracoa Airport, Havana, Cuba"
QPD,"Pinar Del Rio Airport, Pinar del Rio, Cuba"
SNU,"Abel Santamaria Airport, Santa Clara, Cuba"
SNJ,"San Julian Air Base, Pinar Del Rio, Cuba"
SZJ,"Siguanea Airport, Isla de la Juventud, Cuba"
USS,"Sancti Spiritus Airport, Sancti Spiritus, Cuba"
TND,"Alberto Delgado Airport, Trinidad, Cuba"
VRA,"Juan Gualberto Gomez International Airport, Varadero, Cuba"
VTU,"Hermanos Ameijeiras Airport, Las Tunas, Cuba"
CYB,"Gerrard Smith International Airport, Cayman Brac, Cayman Islands"
LYB,"Edward Bodden Airfield, Little Cayman, Cayman Islands"
GCM,"Owen Roberts International Airport, Georgetown, Cayman Islands"
MWR,"Motswari Airport, Motswari Private Game Reserve, South Africa"
AJS,"Abreojos Airport, Abreojos, Mexico"
AZG,"Pablo L. Sidar Airport, Apatzingán, Mexico"
PCM,"Playa del Carmen Airport, Solidaridad, Mexico"
PCV,"Punta Chivato Airport, Punta Chivato, Mexico"
SCX,"Salina Cruz Naval Air Station, Salina Cruz, Mexico"
SGM,"San Ignacio Airport, San Ignacio, Mexico"
TUY,"Tulum Naval Air Station, Tulum, Mexico"
UAC,"San Luis Río Colorado Airport, San Luis Río Colorado, Mexico"
XAL,"Álamos Airport, Álamos, Mexico"
MXC,"Monticello Airport, Monticello, United States"
MXK,"Mindik Airport, Mindik, Papua New Guinea"
MXR,"Moussoro Airport, Moussoro, Chad"
GTK,"Sungei Tekai Airport, Sungei Tekai, Malaysia"
LBP,"Long Banga Airport, Long Banga, Malaysia"
LLM,"Long Lama Airport, Long Lama, Malaysia"
MZS,"Mostyn Airport, Mostyn, Malaysia"
SPT,"Sipitang Airport, Sipitang, Malaysia"
MAY,"Clarence A. Bain Airport, Mangrove Cay, Bahamas"
ASD,"Andros Town Airport, Bahamas"
COX,"Congo Town Airport, Andros, Bahamas"
MHH,"Leonard M Thompson International Airport, Marsh Harbour, Bahamas"
SAQ,"San Andros Airport, Andros Island, Bahamas"
AXP,"Spring Point Airport, Spring Point, Bahamas"
TCB,"Treasure Cay Airport, Treasure Cay, Bahamas"
WKR,"Abaco I Walker C Airport, Bahamas"
CCZ,"Chub Cay Airport, Bahamas"
GHC,"Great Harbour Cay Airport, Bullocks Harbour, Bahamas"
BIM,"South Bimini Airport, South Bimini, Bahamas"
ATC,"Arthur's Town Airport, Arthur's Town, Bahamas"
TBI,"New Bight Airport, Cat Island, Bahamas"
CXY,"Cat Cay Airport, North Cat Cay, Bahamas"
CRI,"Colonel Hill Airport, Colonel Hill, Bahamas"
PWN,"Pitts Town Airport, Pitts Town, Bahamas"
GGT,"Exuma International Airport, George Town, Bahamas"
ELH,"North Eleuthera Airport, North Eleuthera, Bahamas"
GHB,"Governor's Harbour Airport, Governor's Harbour, Bahamas"
NMC,"Normans Cay Airport, Bahamas"
RSD,"Rock Sound Airport, Rock Sound, Bahamas"
TYM,"Staniel Cay Airport, Bahamas"
FPO,"Grand Bahama International Airport, Freeport, Bahamas"
GBI,"Auxiliary Airfield, Grand Bahama, Bahamas"
WTD,"West End Airport, West End, Bahamas"
IGA,"Inagua Airport, Matthew Town, Bahamas"
MYK,"May Creek Airport, May Creek, United States"
LGI,"Deadman's Cay Airport, Deadman's Cay, Bahamas"
SML,"Stella Maris Airport, Stella Maris, Bahamas"
MYG,"Mayaguana Airport, Abrahams Bay, Bahamas"
NAS,"Lynden Pindling International Airport, Nassau, Bahamas"
PID,"Nassau Paradise Island Airport, Nassau, Bahamas"
DCT,"Duncan Town Airport, Bahamas"
RCY,"Rum Cay Airport, Bahamas"
MYS,"Moyale Airport, Moyale, Ethiopia"
ZSA,"San Salvador Airport, San Salvador, Bahamas"
MYX,"Menyamya Airport, Menyamya, Papua New Guinea"
NTC,"Paradise Island Airport, Santa Carolina, Mozambique"
IBO,"Ibo Airport, Ibo, Mozambique"
TGS,"Chokwé Airport, Chokwé, Mozambique"
BZE,"Philip S. W. Goldson International Airport, Belize City, Belize"
MZE,"Manatee Airport, Belize"
CYD,"Town Airstrip, San Ignacio, Belize"
IMI,"Ine Airport, Arno Atoll, Marshall Islands"
BQI,"Bagani Airport, Bagani, Namibia"
NBS,"Changbaishan Airport, Baishan, China"
AIT,"Aitutaki Airport, Aitutaki, Cook Islands"
AIU,"Enua Airport, Atiu Island, Cook Islands"
MGS,"Mangaia Island Airport, Mangaia Island, Cook Islands"
MHX,"Manihiki Island Airport, Manihiki Island, Cook Islands"
MUK,"Mauke Airport, Mauke Island, Cook Islands"
MOI,"Mitiaro Island Airport, Mitiaro Island, Cook Islands"
PZK,"Pukapuka Island Airport, Pukapuka Atoll, Cook Islands"
PYE,"Tongareva Airport, Penrhyn Island, Cook Islands"
RAR,"Rarotonga International Airport, Avarua, Cook Islands"
NDI,"Namudi Airport, Namudi, Papua New Guinea"
NDN,"Nadunumu Airport, Nadunumu, Papua New Guinea"
EPG,"Browns Airport, Weeping Water, United States"
ICI,"Cicia Airport, Cicia, Fiji"
CST,"Castaway Island Seaplane Base, Castaway Island, Fiji"
NAN,"Nadi International Airport, Nadi, Fiji"
PTF,"Malolo Lailai Island Airport, Malolo Lailai Island, Fiji"
RBI,"Rabi Island Airport, Rabi Island, Fiji"
KDV,"Vunisea Airport, Vunisea, Fiji"
MNF,"Mana Island Airport, Mana Island, Fiji"
MFJ,"Moala Airport, Moala, Fiji"
SUV,"Nausori International Airport, Nausori, Fiji"
LEV,"Levuka Airfield, Bureta, Fiji"
NGI,"Ngau Airport, Ngau, Fiji"
LUC,"Laucala Island Airport, Laucala Island, Fiji"
LKB,"Lakeba Island Airport, Lakeba Island, Fiji"
LBS,"Labasa Airport, Fiji"
TVU,"Matei Airport, Matei, Fiji"
KXF,"Koro Island Airport, Koro Island, Fiji"
RTA,"Rotuma Airport, Rotuma, Fiji"
SVU,"Savusavu Airport, Savusavu, Fiji"
VAU,"Vatukoula Airport, Vatukoula, Fiji"
KAY,"Wakaya Island Airport, Wakaya Island, Fiji"
ONU,"Ono-i-Lau Airport, Ono-i-Lau, Fiji"
YAS,"Yasawa Island Airport, Yasawa Island, Fiji"
EUA,"Kaufana Airport, Eua Island, Tonga"
TBU,"Fua'amotu International Airport, Nuku'alofa, Tonga"
HPA,"Lifuka Island Airport, Lifuka, Tonga"
NFO,"Mata'aho Airport, Angaha, Niuafo'ou Island, Tonga"
NTT,"Kuini Lavenia Airport, Niuatoputapu, Tonga"
VAV,"Vava'u International Airport, Vava'u Island, Tonga"
TTL,"Turtle Island Seaplane Base, Nanuya Levu Island, Fiji"
VBV,"Vanua Balavu Airport, Vanua Balavu, Fiji"
VTF,"Vatulele Airport, Vatulele, Fiji"
GMO,"Gombe Lawanti International Airport, Gombe, Nigeria"
PHG,"Port Harcourt City Airport, Port Harcourt, Nigeria"
QRW,"Warri Airport, Warri, Nigeria"
ABF,"Abaiang Airport, Abaiang, Kiribati"
BEZ,"Beru Airport, Beru, Kiribati"
FUN,"Funafuti International Airport, Funafuti, Tuvalu"
KUC,"Kuria Airport, Kuria, Kiribati"
MNK,"Maiana Airport, Maiana, Kiribati"
MZK,"Marakei Airport, Marakei, Kiribati"
MTK,"Makin Island Airport, Makin Island, Kiribati"
NIG,"Nikunau Airport, Nikunau, Kiribati"
OOT,"Onotoa Airport, Onotoa, Kiribati"
TRW,"Bonriki International Airport, Tarawa, Kiribati"
AEA,"Abemama Atoll Airport, Abemama Atoll, Kiribati"
TBF,"Tabiteuea North Airport, Kiribati"
TMN,"Tamana Island Airport, Tamana Island, Kiribati"
NON,"Nonouti Airport, Nonouti, Kiribati"
AIS,"Arorae Island Airport, Arorae Island, Kiribati"
TSU,"Tabiteuea South Airport, Tabiteuea South, Kiribati"
BBG,"Butaritari Atoll Airport, Butaritari Atoll, Kiribati"
AAK,"Buariki Airport, Buariki, Kiribati"
IUE,"Niue International Airport, Alofi, Niue"
NKD,"Sinak Airport, Sinak, Indonesia"
NLH,"Ninglang Luguhu Airport, Ninglang, China"
FUT,"Pointe Vele Airport, Futuna Island, Wallis & Futuna"
WLS,"Hihifo Airport, Wallis Island, Wallis & Futuna"
HBB,"Industrial Airpark, Hobbs, United States"
NND,"Nangade Airport, Nangade, Mozambique"
NOM,"Nomad River Airport, Nomad River, Papua New Guinea"
NOO,"Naoro Airport, Naoro Vilage, Papua New Guinea"
MWP,"Mountain Airport, Mountain, Nepal"
NPG,"Nipa Airport, Nipa, Papua New Guinea"
NRY,"Newry Airport, Newry, Australia"
OFU,"Ofu Village Airport, Ofu Village, American Samoa"
AAU,"Asau Airport, Asau, Samoa"
APW,"Faleolo International Airport, Apia, Samoa"
FGI,"Fagali'i Airport, Apia, Samoa"
FTI,"Fitiuta Airport, Fitiuta Village, American Samoa"
MXS,"Maota Airport, Maota, Samoa"
PPG,"Pago Pago International Airport, Pago Pago, American Samoa"
PPT,"Faa'a International Airport, Papeete, French Polynesia"
RMT,"Rimatara Airport, Rimatara Island, French Polynesia"
RUR,"Rurutu Airport, French Polynesia"
TUB,"Tubuai Airport, French Polynesia"
RVV,"Raivavae Airport, French Polynesia"
AAA,"Anaa Airport, French Polynesia"
FGU,"Fangatau Airport, French Polynesia"
TIH,"Tikehau Airport, French Polynesia"
APK,"Apataki Airport, Apataki, French Polynesia"
REA,"Reao Airport, French Polynesia"
FAV,"Fakarava Airport, French Polynesia"
HHZ,"Hikueru Atoll Airport, Hikueru Atoll, French Polynesia"
XMH,"Manihi Airport, French Polynesia"
GMR,"Totegegie Airport, French Polynesia"
KKR,"Kaukura Airport, French Polynesia"
MKP,"Makemo Airport, French Polynesia"
NAU,"Napuka Island Airport, Napuka Island, French Polynesia"
TKV,"Tatakoto Airport, Tatakoto, French Polynesia"
PKP,"Puka Puka Airport, French Polynesia"
PUK,"Pukarua Airport, Pukarua, French Polynesia"
TKP,"Takapoto Airport, French Polynesia"
AXR,"Arutua Airport, French Polynesia"
MVT,"Mataiva Airport, French Polynesia"
NUK,"Nukutavake Airport, Nukutavake, French Polynesia"
ZTA,"Tureia Airport, French Polynesia"
AHE,"Ahe Airport, Ahe Atoll, French Polynesia"
KHZ,"Kauehi Airport, Kauehi, French Polynesia"
FAC,"Faaite Airport, French Polynesia"
FHZ,"Fakahina Airport, Fakahina, French Polynesia"
